train_accs,test_accs,runtime,numparams
0.3736,0.4907,8.155616044998169,1031460.0
0.51154,0.5286,,
0.56268,0.5773,,
0.59508,0.6114,,
0.62198,0.6269,,
0.64164,0.6388,,
0.6591,0.6508,,
0.67034,0.6614,,
0.68308,0.6645,,
0.69454,0.6712,,
0.69638,0.6682,,
0.70466,0.6782,,
0.70734,0.6796,,
0.71372,0.6814,,
0.71774,0.6836,,
0.72094,0.6821,,
0.72216,0.685,,
0.72496,0.6838,,
0.72624,0.6862,,
0.72774,0.6865,,
