train_accs,test_accs,runtime,numparams
0.31892,0.384,20.919413888454436,273648.0
0.42544,0.4471,,
0.47344,0.4668,,
0.50052,0.5274,,
0.5249,0.5286,,
0.54324,0.5616,,
0.56062,0.557,,
0.57138,0.5716,,
0.57978,0.5777,,
0.58772,0.5834,,
0.59068,0.5883,,
0.60028,0.5988,,
0.60392,0.5985,,
0.60734,0.5973,,
0.60932,0.6043,,
0.6107,0.6075,,
0.61352,0.6043,,
0.61378,0.6063,,
0.61594,0.6071,,
0.61686,0.607,,
