train_accs,test_accs,runtime,numparams
0.27476,0.3244,4.17665467262268,35788.0
0.38634,0.4266,,
0.4375,0.4267,,
0.46932,0.4693,,
0.49134,0.5004,,
0.50486,0.499,,
0.5183,0.5196,,
0.5251,0.5217,,
0.53784,0.5213,,
0.54232,0.5258,,
0.54804,0.5322,,
0.55194,0.5413,,
0.55538,0.5429,,
0.55756,0.5433,,
0.56122,0.5439,,
0.56372,0.5439,,
0.56442,0.5435,,
0.56796,0.5452,,
0.56768,0.5473,,
0.56662,0.5493,,
