train_accs,test_accs,runtime,numparams
0.28124,0.3502,4.146231865882873,121960.0
0.39918,0.4217,,
0.46312,0.481,,
0.49732,0.5043,,
0.52916,0.5433,,
0.54902,0.5487,,
0.568,0.5591,,
0.58264,0.5756,,
0.59464,0.5866,,
0.6017,0.5897,,
0.61144,0.5896,,
0.61942,0.5981,,
0.62474,0.6015,,
0.62728,0.5979,,
0.63126,0.603,,
0.63656,0.6026,,
0.63954,0.6054,,
0.64008,0.6045,,
0.64362,0.6036,,
0.64502,0.6075,,
