train_accs,test_accs,runtime,numparams
0.25366,0.3025,4.18326598405838,35620.0
0.32766,0.3739,,
0.37472,0.3948,,
0.40548,0.4147,,
0.43158,0.4106,,
0.45086,0.4467,,
0.46654,0.4754,,
0.47652,0.4893,,
0.48638,0.4875,,
0.49354,0.4932,,
0.50074,0.5042,,
0.50386,0.5077,,
0.50756,0.5155,,
0.51144,0.5091,,
0.51258,0.5143,,
0.5136,0.5142,,
0.51648,0.5198,,
0.51674,0.5192,,
0.51832,0.5196,,
0.51846,0.5204,,
