train_accs,test_accs,runtime,numparams
0.36496,0.4826,5.933371150493622,691560.0
0.50514,0.536,,
0.55186,0.5767,,
0.58554,0.5938,,
0.61354,0.6133,,
0.6297,0.6277,,
0.64866,0.6346,,
0.6601,0.6502,,
0.67296,0.6485,,
0.67948,0.6536,,
0.6846,0.6592,,
0.69398,0.6648,,
0.69946,0.6687,,
0.7039,0.6688,,
0.70788,0.6705,,
0.71116,0.6698,,
0.71308,0.6703,,
0.71558,0.6706,,
0.71826,0.6717,,
0.7179,0.6732,,
