train_accs,test_accs,runtime,numparams
0.2939,0.3992,4.174351859092712,125060.0
0.4404,0.4815,,
0.49982,0.5172,,
0.53236,0.5392,,
0.55768,0.566,,
0.5699,0.5771,,
0.59018,0.5789,,
0.6003,0.5877,,
0.61206,0.5999,,
0.6174,0.6052,,
0.6274,0.6037,,
0.63184,0.6079,,
0.63376,0.6138,,
0.64028,0.6095,,
0.64234,0.6152,,
0.6436,0.6168,,
0.64878,0.6209,,
0.65064,0.6172,,
0.65084,0.6204,,
0.65218,0.6197,,
