train_accs,test_accs,runtime,numparams
0.25456,0.327,4.169695138931274,35788.0
0.3469,0.368,,
0.39384,0.4091,,
0.44304,0.4538,,
0.46658,0.4568,,
0.48634,0.4907,,
0.49772,0.495,,
0.51356,0.4917,,
0.5231,0.5187,,
0.5321,0.5079,,
0.53716,0.5289,,
0.5403,0.5338,,
0.54754,0.5322,,
0.54906,0.5351,,
0.5526,0.5376,,
0.55556,0.5415,,
0.55658,0.5379,,
0.5581,0.5392,,
0.55966,0.5415,,
0.55988,0.5415,,
